id,sentiment
12311_10,0.51130927
8348_2,0.51130927
5828_4,0.51130927
7186_2,0.51130927
12128_7,0.51130927
2913_8,0.51130927
4396_1,0.51130927
395_2,0.51130927
10616_1,0.51130927
9074_9,0.51130927
9252_3,0.51130927
9896_9,0.51130927
574_4,0.51130927
11182_8,0.51130927
11656_4,0.51130927
2322_4,0.51130927
8703_1,0.51130927
7483_1,0.51130927
6007_10,0.51130927
12424_4,0.51130927
4672_1,0.51130927
10841_3,0.51130927
8954_7,0.51130927
7392_1,0.51130927
10288_8,0.51130927
5343_4,0.51130927
4950_1,0.51130927
9257_4,0.51130927
8689_3,0.51130927
4480_2,0.51130927
9286_10,0.51130927
12245_10,0.51130927
7529_7,0.51130927
4_4,0.51130927
5299_2,0.51130927
12077_8,0.51130927
10701_2,0.51130927
11579_1,0.51130927
10993_1,0.51130927
8913_1,0.51130927
1350_3,0.51130927
3804_2,0.51130927
5025_3,0.51130927
5170_8,0.51130927
8225_8,0.51130927
6427_7,0.51130927
3165_3,0.51130927
7902_9,0.51130927
8208_3,0.51130927
3577_8,0.51130927
4865_1,0.51130927
9063_3,0.51130927
1106_1,0.51130927
1117_9,0.51130927
1050_4,0.51130927
10755_9,0.51130927
2729_8,0.51130927
10072_10,0.51130927
2904_7,0.51130927
4584_2,0.51130927
189_4,0.51130927
6302_4,0.51130927
8138_9,0.51130927
1262_1,0.51130927
2199_10,0.51130927
6551_7,0.51130927
8082_7,0.51130927
4897_8,0.51130927
7360_1,0.51130927
11012_10,0.51130927
12046_1,0.51130927
2331_2,0.51130927
8961_9,0.51130927
751_7,0.51130927
9884_10,0.51130927
10016_8,0.51130927
8023_10,0.51130927
2628_1,0.51130927
5832_1,0.51130927
7302_1,0.51130927
4501_3,0.51130927
1121_7,0.51130927
8334_3,0.51130927
9789_10,0.51130927
4230_10,0.51130927
824_4,0.51130927
6803_9,0.51130927
3086_7,0.51130927
1135_8,0.51130927
10136_1,0.51130927
11129_3,0.51130927
2072_8,0.51130927
9501_7,0.51130927
319_10,0.51130927
1693_7,0.51130927
10886_1,0.51130927
9406_8,0.51130927
10376_10,0.51130927
9902_1,0.51130927
9938_8,0.51130927
7080_9,0.51130927
11944_8,0.51130927
5249_1,0.51130927
9599_2,0.51130927
9620_1,0.51130927
11244_1,0.51130927
6841_10,0.51130927
10050_4,0.51130927
10512_9,0.51130927
11327_3,0.51130927
10681_8,0.51130927
808_3,0.51130927
546_7,0.51130927
10765_1,0.51130927
7189_9,0.51130927
6005_9,0.51130927
11915_9,0.51130927
5740_10,0.51130927
7097_10,0.51130927
9573_10,0.51130927
5084_4,0.51130927
12332_7,0.51130927
8154_1,0.51130927
5610_1,0.51130927
5323_9,0.51130927
11034_8,0.51130927
3977_2,0.51130927
12380_7,0.51130927
1737_8,0.51130927
6030_9,0.51130927
5918_7,0.51130927
7061_9,0.51130927
266_8,0.51130927
1375_10,0.51130927
8648_3,0.51130927
10146_10,0.51130927
4578_10,0.51130927
4685_8,0.51130927
11843_9,0.51130927
5467_10,0.51130927
10140_10,0.51130927
7721_8,0.51130927
11208_10,0.51130927
1063_10,0.51130927
8260_10,0.51130927
3182_9,0.51130927
2797_8,0.51130927
7613_2,0.51130927
11624_4,0.51130927
4847_10,0.51130927
10684_7,0.51130927
6312_1,0.51130927
4925_3,0.51130927
4125_1,0.51130927
2394_10,0.51130927
12105_10,0.51130927
7812_1,0.51130927
1061_8,0.51130927
9343_3,0.51130927
7696_10,0.51130927
9355_10,0.51130927
782_9,0.51130927
9882_10,0.51130927
10642_10,0.51130927
7410_2,0.51130927
9591_4,0.51130927
11902_3,0.51130927
3495_7,0.51130927
6733_1,0.51130927
4552_1,0.51130927
6722_1,0.51130927
188_10,0.51130927
5099_10,0.51130927
10313_1,0.51130927
6756_9,0.51130927
6622_2,0.51130927
4807_10,0.51130927
7173_3,0.51130927
11321_8,0.51130927
7909_9,0.51130927
8012_7,0.51130927
8615_4,0.51130927
8117_10,0.51130927
1892_10,0.51130927
4617_1,0.51130927
1893_8,0.51130927
5435_1,0.51130927
162_3,0.51130927
6516_10,0.51130927
11588_7,0.51130927
2006_1,0.51130927
1594_4,0.51130927
1472_1,0.51130927
3647_1,0.51130927
174_7,0.51130927
5539_7,0.51130927
3384_10,0.51130927
3811_4,0.51130927
4079_8,0.51130927
1179_7,0.51130927
3069_9,0.51130927
3769_8,0.51130927
9247_10,0.51130927
10434_1,0.51130927
1147_10,0.51130927
5344_7,0.51130927
8073_10,0.51130927
7833_3,0.51130927
8370_1,0.51130927
9007_8,0.51130927
6624_7,0.51130927
6683_3,0.51130927
12275_7,0.51130927
11927_8,0.51130927
1560_10,0.51130927
1325_9,0.51130927
3548_8,0.51130927
607_1,0.51130927
6702_7,0.51130927
5702_3,0.51130927
11345_8,0.51130927
3428_4,0.51130927
7209_9,0.51130927
8425_8,0.51130927
3087_1,0.51130927
1119_8,0.51130927
5715_3,0.51130927
8645_1,0.51130927
2149_3,0.51130927
10403_10,0.51130927
5628_1,0.51130927
5570_10,0.51130927
1613_3,0.51130927
1454_4,0.51130927
5094_3,0.51130927
7982_1,0.51130927
6894_2,0.51130927
6554_1,0.51130927
4721_3,0.51130927
6904_4,0.51130927
893_8,0.51130927
4605_4,0.51130927
11516_7,0.51130927
11718_7,0.51130927
5956_1,0.51130927
7455_9,0.51130927
6396_4,0.51130927
1223_8,0.51130927
8556_1,0.51130927
6108_8,0.51130927
11690_1,0.51130927
3778_9,0.51130927
3627_4,0.51130927
8256_4,0.51130927
533_1,0.51130927
5235_4,0.51130927
621_2,0.51130927
5365_1,0.51130927
8180_3,0.51130927
7396_7,0.51130927
9776_10,0.51130927
8175_10,0.51130927
3128_1,0.51130927
4606_1,0.51130927
6158_2,0.51130927
3281_10,0.51130927
4723_4,0.51130927
11994_3,0.51130927
7701_1,0.51130927
103_3,0.51130927
8908_10,0.51130927
8876_1,0.51130927
7519_9,0.51130927
12456_8,0.51130927
9514_8,0.51130927
8680_8,0.51130927
